loc_rowid,sy_snum,sy_pnum,sy_mnum,cb_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_metratio,st_lum,st_logg,st_age,st_rotp,glat,glon,sy_pmdec,sy_dist,sy_plx
128,1,1,0,0,4.16980000,0.035000,1.040,1.12000,5.470000,,,,0,,5053.00,0.63,0.80,[Fe/H],-0.635,4.59,,,63.11979,261.10589,-6.8906300,436.4880000,2.2627400
129,1,2,0,0,8.05072200,,1.310,2.27000,5.550000,,,961,0,,5502.70,0.83,0.88,[Fe/H],-0.176,4.39,,,-51.71337,40.91076,-29.6730000,243.9350000,4.0723500
130,1,1,0,0,4.50756000,,1.700,3.53000,3.950000,,,,0,,5759.00,0.82,0.93,,-0.170,4.59,,,-49.18710,42.94366,-30.5334000,369.8880000,2.6751800
131,1,1,0,0,2.87814000,,1.010,1.01000,5.390000,,,,0,,3489.00,0.37,0.22,,-1.730,4.85,,,-57.69594,50.70238,-49.6073000,161.3650000,6.1694000
132,1,1,0,0,5.29711000,,1.620,3.26000,4.210000,,,,0,,4055.00,0.67,0.56,,-0.980,4.58,,,-54.37586,48.06541,-7.4296300,451.7690000,2.1868900
133,1,1,0,0,2.25372000,,0.900,0.66600,5.020000,,,,0,,3467.00,0.37,0.41,,-2.088,4.99,,,-50.28505,51.97463,-43.0331000,109.8880000,9.0727000
134,1,1,0,0,1.58252000,,0.960,0.84000,5.220000,,,,0,,4864.00,0.67,0.71,,-0.593,4.57,,,-51.54478,56.17023,-12.3937000,314.3500000,3.1525400
135,1,1,0,0,21.17019630,0.119500,1.920,4.35000,3.380000,0.060000,3.50,431,0,M0,4057.00,0.58,0.62,[Fe/H],-1.153,4.70,0.790,14.60,32.03739,208.28299,-11.4013000,186.1970000,5.3420900
136,1,1,0,0,19.49221000,0.149300,5.760,27.00000,0.650000,0.000000,,817,0,G0,6069.00,1.39,1.17,[Fe/H],0.373,4.22,3.990,,38.12775,208.78206,-41.7905000,181.6900000,5.4752900
137,1,2,0,0,2.28936300,,1.480,2.79000,4.730000,,,1149,0,,5171.00,0.80,0.83,[Fe/H],-0.505,4.55,,,43.14733,321.81920,-0.2433260,418.3950000,2.3621200
138,1,2,0,0,5.21396500,,2.270,5.77000,2.710000,,,866,0,,5171.00,0.80,0.83,[Fe/H],-0.467,4.55,,,43.14733,321.81920,-0.2433260,418.3950000,2.3621200
139,1,1,0,0,18.09830000,,2.170,5.35000,2.880000,,,,0,,5782.33,1.22,1.11,,0.179,4.30,,,47.50561,316.58254,3.5040900,611.8040000,1.6060000
140,1,1,0,0,34.88500000,,1.600,3.19000,4.280000,,,,0,,4982.79,0.76,0.91,,-0.497,4.61,,,49.05579,317.34866,-7.5813900,283.2900000,3.5012400
141,1,2,0,0,15.28078000,,1.260,2.13000,5.850000,,,756,0,,6004.00,0.98,0.99,[Fe/H],0.006,4.45,,,50.09504,322.41694,-24.4689000,320.0700000,3.0971300
142,1,2,0,0,23.22855500,,2.320,5.99000,2.640000,,,658,0,,6004.00,0.98,0.99,[Fe/H],0.038,4.45,,,50.09504,322.41694,-24.4689000,320.0700000,3.0971300
143,1,2,0,0,13.60300000,0.098000,2.586,7.20000,2.290000,0.200000,,536,0,K3,4684.00,0.67,0.69,[Fe/H],-0.751,4.62,,,53.83847,322.27085,22.1618000,336.2500000,2.9458200
144,1,2,0,0,65.55000000,0.280000,2.690,7.70000,2.170000,0.200000,,316,0,K3,4684.00,0.67,0.69,[Fe/H],-0.804,4.62,,,53.83847,322.27085,22.1618000,336.2500000,2.9458200
145,1,2,0,0,0.70531000,,1.480,2.79000,4.730000,,,,0,,5523.00,1.01,0.94,[Fe/H],-0.215,4.47,,,-54.87207,123.91754,-5.8503900,496.2890000,1.9862700
146,1,2,0,0,0.57133100,0.013400,1.820,7.72000,8.500000,0.000000,4293.00,2119,0,G5 V,5617.00,0.98,0.97,[Fe/H],-0.119,4.45,5.000,,-52.07644,123.28442,2.2394000,244.5900000,4.0602900
147,1,2,0,0,13.33907900,0.109100,2.730,5.80000,2.000000,0.180000,64.00,741,0,G5 V,5617.00,0.98,0.97,[Fe/H],-0.119,4.45,5.000,,-52.07644,123.28442,2.2394000,244.5900000,4.0602900
148,2,1,0,0,6.18023500,0.072290,11.781,953.49000,3.100000,,642.00,1401,0,F5 V,6202.00,1.59,1.32,[Fe/H],0.526,4.16,3.020,,-12.64088,186.97531,-12.9828000,372.6320000,2.6639100
149,1,1,0,0,3650.00000000,4.500000,12.442,4131.79000,,0.000000,0.19,183,0,,4898.00,2.70,0.90,[Fe/H],0.548,3.52,,,55.10278,232.28858,1.2101900,551.8860000,1.7834600
150,1,3,0,0,3.59510000,0.047000,1.950,8.75000,6.390000,0.060000,1037.00,1616,0,G8 IV/V,5430.00,1.71,1.05,[Fe/H],0.356,3.99,9.000,41.00,34.30816,345.11043,-34.2865000,321.2960000,3.0842900
151,1,3,0,0,15.62400000,0.130000,3.670,14.67000,1.620000,0.070000,160.00,990,0,G8 IV/V,5430.00,1.71,1.05,[Fe/H],0.356,3.99,9.000,41.00,34.30816,345.11043,-34.2865000,321.2960000,3.0842900
152,1,3,0,0,35.74700000,0.220000,3.940,10.18000,0.910000,0.150000,53.00,752,0,G8 IV/V,5430.00,1.71,1.05,[Fe/H],0.356,3.99,9.000,41.00,34.30816,345.11043,-34.2865000,321.2960000,3.0842900
153,1,1,0,0,,800.000000,12.200,5085.28000,15.400000,,,2375,0,M7.25,2838.00,,0.05,,-0.699,,0.001,,-16.96130,172.11406,-21.8000000,133.4950466,7.4909146
154,1,2,0,0,2.30538000,0.022790,1.390,2.50000,5.120000,,20.50,587,0,M4.0 V,3326.00,0.30,0.30,[Fe/H],-1.972,4.85,,100.00,10.16235,106.14833,206.7750000,16.0090000,62.4358000
155,1,2,0,0,8.05180000,0.052500,1.760,3.75000,3.780000,,3.87,387,0,M4.0 V,3326.00,0.30,0.30,[Fe/H],-1.972,4.85,,100.00,10.16235,106.14833,206.7750000,16.0090000,62.4358000
156,1,1,0,0,5.74600700,0.038500,2.025,4.76000,3.150000,0.000000,7.20,456,0,M2.5 V,3348.00,0.31,0.29,[Fe/H],-1.971,4.93,9.900,29.85,37.03563,206.06509,-318.4690000,27.9276000,35.7781000
157,1,3,0,0,3.20400000,0.021000,1.100,1.37000,5.660000,0.310000,3.80,,0,M5.5 V,2953.00,0.16,0.12,[Fe/H],-2.770,5.16,7.000,,-52.90138,251.87109,-373.6730000,3.6727800,272.2450000
158,1,3,0,0,6.68900000,0.035000,1.180,1.74000,5.820000,0.290000,1.40,,0,M5.5 V,2953.00,0.16,0.12,[Fe/H],-2.770,5.16,7.000,,-52.90138,251.87109,-373.6730000,3.6727800,272.2450000
159,1,3,0,0,13.03100000,0.054000,1.160,1.64000,5.770000,0.530000,0.60,,0,M5.5 V,2953.00,0.16,0.12,[Fe/H],-2.770,5.16,7.000,,-52.90138,251.87109,-373.6730000,3.6727800,272.2450000
160,1,2,0,0,1.62893100,0.015300,1.130,1.66000,6.300000,0.220000,,529,0,M4.5 V,3270.00,0.21,0.18,[Fe/H],-2.359,4.88,5.000,122.30,7.75911,277.25461,414.3000000,12.6130000,79.2543000
161,1,2,0,0,8.92900000,0.047600,1.430,2.64000,4.960000,0.270000,,300,0,M4.5 V,3270.00,0.21,0.18,[Fe/H],-2.359,5.02,5.000,122.30,7.75911,277.25461,414.3000000,12.6130000,79.2543000
162,1,2,0,0,41.38000000,0.166000,11.900,96.70000,0.315000,0.380000,,,0,M5,3287.00,0.36,0.34,[Fe/H],-1.869,4.87,,,68.91636,160.61794,-89.9735000,11.0143000,90.7623000
163,1,2,0,0,532.58000000,0.912000,9.710,68.06000,0.409000,0.342000,,,0,M5,3287.00,0.36,0.34,[Fe/H],-1.869,4.87,,,68.91636,160.61794,-89.9735000,11.0143000,90.7623000
164,1,1,0,0,2.01800000,0.017350,1.390,2.50000,5.120000,0.000000,,,0,M4.5,3114.00,0.20,0.17,,-2.463,5.06,,,65.72032,147.86957,-962.8160000,8.0362500,124.4070000
165,1,1,0,0,1.58040433,0.014900,2.742,8.17000,2.200000,0.063000,21.00,596,0,M4 V,3250.00,0.21,0.18,[Fe/H],-2.337,5.03,3.000,124.70,23.60704,26.16217,-749.5880000,14.6427000,68.2653000
166,1,1,0,0,0.51823490,0.009160,1.193,2.09000,6.760000,0.000000,,1089,0,M3,3458.00,0.39,0.38,[Fe/H],-1.708,4.89,,64.00,-35.49343,341.21724,-1230.6200000,20.3730000,49.0558000
167,1,1,0,0,3.65110000,0.026000,2.630,7.40000,2.240000,0.040000,,,0,M4.5 V,3236.00,0.19,0.18,[Fe/H],-2.439,5.09,,70.00,-52.51355,39.07968,-306.3050000,10.2525000,97.5087000
168,1,2,0,0,35.61253000,0.191500,2.610,22.70000,7.000000,0.188000,4.12,422,0,K4.5,4640.00,0.69,0.73,[Fe/H],-0.686,4.61,3.800,,-45.82079,279.23027,-247.4600000,16.3200000,61.2455000
169,2,2,0,0,11.44070000,0.072000,1.550,3.03000,4.470000,0.094000,,550,0,M1,3607.00,0.38,0.38,[Fe/H],-1.655,4.87,,,-18.44687,116.69017,411.9030000,3.5622800,280.6900000
170,2,2,0,0,7600.00000000,5.400000,6.670,36.00000,0.667000,0.270000,,,0,M1,3607.00,0.38,0.38,[Fe/H],-1.655,4.87,,,-18.44687,116.69017,411.9030000,3.5622800,280.6900000
171,1,1,0,0,5.23540000,0.053000,3.170,10.20000,1.760000,0.060000,,,0,M0 V,4347.00,0.66,0.69,,-0.796,4.61,,43.60,-45.26015,215.87260,-779.0160000,25.8557000,38.6473000
172,1,3,0,0,8.63182000,0.060700,3.250,10.60000,1.700000,0.073000,,,0,M,3500.00,0.41,0.40,[Fe/H],-1.708,4.82,6.000,,-45.32001,262.77663,584.1300000,15.1285000,66.0714000
173,1,3,0,0,25.63058000,0.125400,2.500,6.80000,2.390000,0.099000,,,0,M,3500.00,0.41,0.40,[Fe/H],-1.708,4.82,6.000,,-45.32001,262.77663,584.1300000,15.1285000,66.0714000
174,1,3,0,0,603.95116000,1.030400,5.920,29.40000,0.779000,0.373000,,,0,M,3500.00,0.41,0.40,[Fe/H],-1.708,4.82,6.000,,-45.32001,262.77663,584.1300000,15.1285000,66.0714000
175,1,1,0,0,2288.00000000,2.410000,13.900,260.61000,0.533000,0.210000,,,0,M3.5 V,3370.00,0.38,0.36,[Fe/H],-1.796,4.83,,,-22.86269,192.22740,-306.1060000,12.3560000,80.9036000
176,1,3,0,0,17.13300000,0.092000,2.430,6.49000,2.490000,0.070000,,,0,M2 V,3371.00,0.41,0.43,,-1.886,4.81,,,-33.72746,216.96953,-644.4640000,11.9407000,83.7182000
177,1,3,0,0,24.32900000,0.129000,2.410,6.40000,2.510000,0.090000,,,0,M2 V,3371.00,0.41,0.43,,-1.886,4.81,,,-33.72746,216.96953,-644.4640000,11.9407000,83.7182000
178,1,3,0,0,106.30000000,0.309000,2.660,7.56000,2.210000,0.140000,,,0,M3,3811.50,0.41,0.43,,-1.609,4.81,,,-33.72746,216.96953,-644.4640000,11.9407000,83.7182000
179,1,1,0,0,69.97100000,0.283000,4.170,16.20000,1.230000,0.720000,,,0,M0V:,4069.95,0.71,0.62,,-0.905,4.48,,,-6.85292,237.43670,-4.5870800,28.4434000,35.1286000
180,2,2,0,0,121.99500000,0.339000,2.600,7.26800,2.270000,0.190000,,,0,M1.5V,3912.54,0.46,0.58,,-1.222,4.69,0.400,,-18.44091,228.61506,-719.0880000,5.7562400,173.6960000
181,2,2,0,0,526.11500000,0.898000,2.850,8.47800,2.010000,0.100000,,,0,M1/M2 V,3564.00,0.46,0.58,,-1.553,4.69,0.400,,-18.44091,228.61506,-719.0880000,5.7562400,173.6960000
182,1,1,0,0,14.23800000,0.081800,1.830,4.00000,3.590000,0.100000,2.53,351,0,M3.0 V,3451.00,0.36,0.36,[Fe/H],-1.772,4.96,,122.10,15.13189,182.93672,-398.1340000,5.5805700,179.1640000
183,1,1,0,0,15.81900000,0.101000,3.660,13.00000,1.460000,0.080000,,,0,M0.5 V,3542.00,0.52,0.53,,-1.585,4.72,,,-72.72011,309.84569,-220.7590000,23.6062000,42.3328000
184,1,2,0,0,18.64980000,0.091101,1.510,2.89000,4.610000,0.100000,1.06,,0,M3.5,3382.00,0.29,0.29,[Fe/H],-2.056,4.91,,99.00,10.37353,212.34455,-3694.0000000,5.9215350,263.2600000
185,1,2,0,0,4.72340000,0.036467,1.060,1.18000,5.440000,0.170000,6.66,,0,M3.5,3382.00,0.29,0.29,[Fe/H],-2.056,4.91,,99.00,10.37353,212.34455,-3694.0000000,5.9215350,263.2600000
186,2,1,0,0,133.71000000,0.490000,13.100,1071.04000,2.620000,0.511000,,350,0,G6 V,5540.00,0.90,0.90,[Fe/H],-0.180,4.70,0.370,,-37.14415,304.86901,-56.3218000,17.5559000,56.9319000
187,1,1,0,0,11.94900000,0.079000,2.790,8.20000,2.070000,0.220000,,,0,M4,3910.00,0.47,0.47,,-1.463,4.77,,,-62.85069,295.46265,310.9880000,16.6186000,60.1445000
188,1,3,0,0,1.22003000,0.019700,1.180,1.78000,5.950000,0.190000,118.10,,0,M0,3717.00,0.50,0.68,[Fe/H],-1.347,4.63,,42.50,-69.01004,185.99827,79.4025000,28.4712000,35.0943000
189,1,3,0,0,5.97400000,0.057000,1.880,4.18000,3.460000,0.110000,13.90,,0,M0,3717.00,0.50,0.68,[Fe/H],-1.347,4.63,,42.50,-69.01004,185.99827,79.4025000,28.4712000,35.0943000
190,1,3,0,0,257.80000000,0.698000,3.230,10.50000,1.710000,0.320000,0.10,,0,M0,3717.00,0.50,0.68,[Fe/H],-1.347,4.63,,42.50,-69.01004,185.99827,79.4025000,28.4712000,35.0943000
191,1,2,0,0,695.66000000,1.151000,13.300,794.50000,1.860000,0.070000,,,0,M2.5 V,3492.73,0.43,0.42,[Fe/H],-1.687,4.82,5.000,,11.19034,246.79531,805.5710000,15.1968000,65.7744000
192,1,2,0,0,6739.32300000,5.230000,13.500,522.50000,1.170000,0.170000,,,0,M2.5 V,3492.73,0.43,0.42,[Fe/H],-1.687,4.82,5.000,,11.19034,246.79531,805.5710000,15.1968000,65.7744000
193,1,1,0,0,4100.00000000,4.500000,13.300,731.00000,1.710000,0.370000,,,0,M1,3900.00,0.65,0.69,[M/H],-0.993,4.61,,,27.99859,226.70991,-1045.9700000,20.5266000,48.6883000
194,1,4,0,0,30.59870000,0.143390,5.190,23.54000,0.925000,0.060000,1.07,,0,M2.5,3466.00,0.40,0.42,[Fe/H],-1.658,4.78,,41.00,-41.61299,223.54147,-485.4730000,20.1903000,49.4999000
195,1,4,0,0,122.61960000,0.361750,4.870,21.09000,1.000000,0.110000,0.17,,0,M2.5,3466.00,0.40,0.42,[Fe/H],-1.658,4.78,,41.00,-41.61299,223.54147,-485.4730000,20.1903000,49.4999000
196,1,4,0,0,48.13450000,0.193940,2.670,7.60000,2.190000,0.120000,0.59,,0,M2.5,3466.00,0.40,0.42,[Fe/H],-1.658,4.78,,41.00,-41.61299,223.54147,-485.4730000,20.1903000,49.4999000
197,1,4,0,0,13.25430000,0.082080,1.630,3.28000,4.160000,0.210000,3.34,,0,M2.5,3466.00,0.40,0.42,[Fe/H],-1.658,4.78,,41.00,-41.61299,223.54147,-485.4730000,20.1903000,49.4999000
198,1,2,0,0,5.36360000,0.032820,1.230,2.02000,5.960000,0.230000,2.58,,0,M4,3159.00,0.12,0.16,[Fe/H],-2.569,,,33.00,-27.47443,206.43154,-533.9360000,5.3748400,186.0230000
199,1,2,0,0,40.54000000,0.126400,1.320,2.31000,5.520000,0.170000,0.17,,0,M4,3159.00,0.12,0.16,[Fe/H],-2.569,,,33.00,-27.47443,206.43154,-533.9360000,5.3748400,186.0230000
200,1,1,0,0,14.20700000,0.089000,2.460,6.60000,2.440000,0.310000,,,0,M2.5,3526.00,0.44,0.47,[Fe/H],-1.538,4.77,,,-33.03266,234.21914,249.7540000,23.6190000,42.3099000
201,2,1,0,0,24.45000000,0.141000,3.190,10.27000,1.740000,0.110000,,391,0,M0.0 V,4005.00,0.58,0.64,[Fe/H],-1.101,4.68,4.000,16.61,42.66615,164.94013,-660.1210000,6.3325600,157.8850000
202,1,1,0,0,3.33664960,0.035500,4.570,13.90000,0.800000,0.017000,,594,0,M1.5,3600.00,0.55,0.54,[Fe/H],-1.538,4.70,1.650,21.54,21.75667,206.23529,-57.2632000,29.4214000,33.9601000
203,2,2,0,0,1.19800350,0.015890,1.264,1.86000,5.030000,0.000000,59.40,773,0,M4,3347.00,0.36,0.36,[Fe/H],-1.824,4.81,,168.30,17.28798,218.15071,-381.0150000,27.3644000,36.5150000
204,2,2,0,0,15.50900000,0.087600,2.630,7.41000,2.240000,0.000000,1.95,329,0,M4,3347.00,0.36,0.36,[Fe/H],-1.824,4.81,,168.30,17.28798,218.15071,-381.0150000,27.3644000,36.5150000
205,1,1,0,0,203.59000000,0.338000,14.300,147.15529,0.277000,0.435600,,,0,M5.5 V,3081.00,0.14,0.12,[Fe/H],-2.804,5.16,5.500,87.00,36.96199,157.24389,-1279.6100000,9.4863700,105.3860000
206,1,3,0,0,3.93072000,0.035000,1.217,1.84000,5.600000,,12.60,525,0,M2.5 V,3505.00,0.34,0.34,[Fe/H],-1.798,4.94,,,22.08045,253.88843,-990.3110000,9.4418100,105.8830000
207,1,3,0,0,9.12470000,0.061000,1.660,3.40000,4.080000,,4.45,401,0,M2.5 V,3505.00,0.34,0.34,[Fe/H],-1.798,4.94,,,22.08045,253.88843,-990.3110000,9.4418100,105.8830000
208,1,3,0,0,55.66100000,0.204000,2.340,6.10000,2.620000,,0.38,220,0,M2.5 V,3505.00,0.34,0.34,[Fe/H],-1.798,4.94,,,22.08045,253.88843,-990.3110000,9.4418100,105.8830000
209,1,1,0,0,2.64561000,0.028700,2.830,8.40000,2.040000,0.080000,,,0,M2.5,3517.00,0.43,0.45,,-1.699,4.78,5.000,,25.80850,276.22112,-91.3712000,20.3779000,49.0440000
210,1,1,0,0,3.02320000,0.026000,2.750,8.00000,2.110000,0.070000,,,0,M4.0 V,3324.00,0.28,0.27,[Fe/H],-2.062,5.05,,95.00,82.42850,14.08223,-865.1280000,13.7430000,72.7352000
211,1,1,0,0,7.02679000,0.054020,1.170,1.71000,5.870000,,9.21,485,0,M2.0 V,3579.00,0.43,0.43,[Fe/H],-1.571,4.88,,34.15,46.88333,244.47566,-732.0750000,7.0314900,142.1880000
212,1,1,0,0,6.90500000,0.060800,2.570,7.14000,2.310000,0.121000,,590,0,M0,3867.00,0.61,0.63,[Fe/H],-1.120,4.65,,,45.46907,82.20459,61.9900000,16.9287000,59.0421000
213,1,2,0,0,2.64977000,0.029000,1.380,2.47000,5.160000,0.000000,,,0,M1,3722.00,0.49,0.50,[Fe/H],-1.387,4.77,,,26.15047,32.27249,-347.3150000,18.1459000,55.0799000
214,1,2,0,0,13.74000000,0.089000,2.380,6.26000,2.550000,0.049000,,,0,M1,3722.00,0.49,0.50,[Fe/H],-1.387,4.77,,,26.15047,32.27249,-347.3150000,18.1459000,55.0799000
215,1,2,0,0,12.94600000,0.078900,1.450,2.69000,4.850000,0.120000,3.13,370,0,M1.5 V,3601.00,0.39,0.39,[Fe/H],-1.710,4.87,,56.15,65.43126,185.11257,-4767.0000000,5.6757730,392.4000000
216,2,2,0,0,50.80000000,0.232400,2.630,7.60000,2.300000,0.450000,,309,0,K7 V,4120.00,0.68,0.65,[Fe/H],-0.924,4.65,12.400,,67.81292,198.37152,-197.2470000,11.8893000,84.0803000
217,2,2,0,0,749.83000000,1.400000,8.400,53.83000,0.499000,0.105000,,125,0,K7 V,4120.00,0.68,0.65,[Fe/H],-0.924,4.65,12.400,,67.81292,198.37152,-197.2470000,11.8893000,84.0803000
218,1,1,0,0,20.12900000,0.111000,3.330,11.07000,1.650000,0.110000,,,0,M3.5 V,3323.00,0.37,0.35,,-1.959,4.85,,,2.98047,290.36745,1183.9100000,12.6631000,78.9409000
219,1,1,0,0,13.35200000,0.082000,4.220,16.57000,1.210000,0.370000,,,0,M4.0,3387.00,0.41,0.41,[Fe/H],-1.706,4.97,6.900,64.30,1.64262,105.28992,-310.0950000,21.3362000,46.8399000
220,1,3,0,0,7.37050000,0.062000,2.330,6.04300,2.630000,0.040000,,,0,M1.5 V,3461.00,0.50,0.48,[Fe/H],-1.699,4.81,,,27.65117,284.88498,-850.6790000,9.0645600,110.2910000
221,1,3,0,0,5094.10500000,4.819000,6.270,32.42200,0.723000,0.120000,,,0,M1.5 V,3472.00,0.47,0.48,[Fe/H],-1.699,4.76,,,27.65117,284.88498,-850.6790000,9.0645600,110.2910000
222,1,3,0,0,36.05900000,0.178000,2.140,5.22300,2.930000,0.070000,,,0,M2V,3461.00,0.47,0.48,[Fe/H],-1.475,4.76,,,27.65117,284.88498,-850.6790000,9.0645600,110.2910000
223,1,1,0,0,2.64388312,0.029100,4.170,22.10000,1.800000,0.138270,,686,0,M2.5 V,3586.11,0.46,0.47,[Fe/H],-1.585,4.79,6.000,44.09,74.57238,210.55638,-814.0310000,9.7532100,102.5010000
224,1,1,0,0,9.56700000,0.068000,3.690,13.20000,1.440000,0.100000,,,0,M3.5 Ve,3381.00,0.46,0.45,,-1.612,4.78,,,74.28650,291.48636,-251.0420000,14.2358000,70.2164000
225,1,1,0,0,1.46711900,0.017340,1.305,2.82000,7.000000,0.050000,40.30,701,0,M3.5 V,3340.00,0.33,0.32,[Fe/H],-1.917,4.89,,130.10,72.60142,300.03710,-459.8000000,8.0742600,123.8210000
226,1,1,0,0,,43.500000,13.000,1271.30000,3.180000,,,510,0,G0 V,6234.00,1.26,1.22,[Fe/H],0.332,4.60,0.160,3.33,71.31364,322.78669,190.5790000,17.5299000,57.0186000
227,1,1,0,0,8.70760000,0.066610,2.170,5.36000,2.880000,0.080000,,,0,M1 V,3685.00,0.50,0.52,[Fe/H],-1.377,4.75,0.400,45.39,55.81739,335.05211,598.1120000,10.4092000,96.0398000
228,1,3,0,0,5.36860000,0.040610,4.110,15.80000,1.250000,0.000000,,,0,M3 V,3396.00,0.33,0.31,[Fe/H],-1.885,4.89,4.300,,40.02208,354.07234,-97.1295000,6.2981000,158.7490000
229,1,3,0,0,12.91400000,0.072100,2.210,5.50000,2.800000,0.000000,,,0,M3 V,3396.00,0.33,0.31,[Fe/H],-1.885,4.89,4.300,,40.02208,354.07234,-97.1295000,6.2981000,158.7490000
230,1,3,0,0,3.14900000,0.028150,1.170,1.70000,5.830000,0.000000,,,0,M3 V,3396.00,0.33,0.31,[Fe/H],-1.885,4.89,4.300,,40.02208,354.07234,-97.1295000,6.2981000,158.7490000
231,1,1,0,0,14.62800000,0.078361,1.490,2.82000,4.680000,0.130000,,,0,M2,3499.00,0.31,0.30,[Fe/H],-1.894,4.94,,77.80,42.78368,83.20997,-171.6680000,6.4724900,154.4710000
232,1,1,0,0,598.30000000,1.135000,12.500,104.24400,0.293000,0.300000,,,0,M1.5,3700.00,0.50,0.54,[Fe/H],-1.365,4.76,0.440,,35.33721,46.52106,-507.8870000,10.3796000,96.3141000
233,3,5,0,0,7.20040000,0.050500,2.230,5.60000,2.770000,0.130000,,,0,M1.5 V,3350.00,,0.33,[Fe/H],-1.863,4.69,2.000,,1.41002,351.84167,-215.5450000,7.2439600,138.0170000
234,3,5,0,0,28.14000000,0.125000,1.770,3.80000,3.770000,0.020000,,,0,M1.5 V,3350.00,,0.33,[Fe/H],-1.863,4.69,2.000,,1.41002,351.84167,-215.5450000,7.2439600,138.0170000
235,3,5,0,0,62.24000000,0.213000,1.450,2.70000,4.870000,0.020000,,,0,M1.5 V,3350.00,,0.33,[Fe/H],-1.863,4.69,2.000,,1.41002,351.84167,-215.5450000,7.2439600,138.0170000
236,3,5,0,0,39.02600000,0.156000,1.450,2.70000,4.870000,0.030000,,,0,M1.5 V,3350.00,,0.33,[Fe/H],-1.863,4.69,2.000,,1.41002,351.84167,-215.5450000,7.2439600,138.0170000
237,3,5,0,0,256.20000000,0.549000,1.990,4.60000,3.210000,0.080000,,,0,M1.5 V,3350.00,,0.33,[Fe/H],-1.863,4.69,2.000,,1.41002,351.84167,-215.5450000,7.2439600,138.0170000
238,1,1,0,0,4.69380000,0.039000,3.330,11.09000,1.650000,0.200000,,,0,M2.5,3600.00,0.36,0.35,[Fe/H],-1.796,4.86,0.550,,-6.78174,343.00208,-880.2510000,4.5489600,219.8010000
239,2,4,0,0,1056.80005000,1.820000,12.700,2129.46100,5.710000,0.330000,,,0,M0 V,3734.00,0.69,0.73,[Fe/H],-1.043,4.62,,,-9.54226,339.10272,-184.5090000,16.0272000,62.3650000
240,2,4,0,0,7337.00000000,6.600000,12.700,2161.24400,5.800000,,,,0,M0,4006.03,0.65,0.63,[Fe/H],-1.043,4.61,,,-9.54226,339.10272,-184.5090000,16.0272000,62.3650000
241,2,4,0,0,3.60050000,0.041300,1.930,4.40000,3.360000,0.262000,,,0,M0 V,4006.03,0.65,0.71,[Fe/H],-1.043,4.61,,,-9.54226,339.10272,-184.5090000,16.0272000,62.3650000
242,2,4,0,0,35.39000000,0.187000,2.770,8.10000,2.090000,0.125000,,,0,M0 V,4006.03,0.65,0.71,[Fe/H],-1.043,4.61,,,-9.54226,339.10272,-184.5090000,16.0272000,62.3650000
243,1,2,0,0,17.47800000,0.080000,1.930,4.40000,3.360000,0.080000,,,0,M3.5 V,3028.00,0.30,0.27,,-2.699,4.93,,,-6.63429,345.98060,-937.9120000,5.0067100,199.7030000
244,1,2,0,0,57.32000000,0.176000,2.890,8.70000,1.980000,0.100000,,,0,M3.5 V,3028.00,0.30,0.27,,-2.699,4.93,,,-6.63429,345.98060,-937.9120000,5.0067100,199.7030000
245,1,1,0,0,24.16000000,0.134400,2.950,9.00000,1.930000,0.000000,,,0,M0.5,3816.00,0.54,0.55,[Fe/H],-1.253,4.72,,18.15,32.58910,90.75762,-514.4000000,14.3155000,69.8254000
246,1,2,0,0,38.14200000,0.163000,4.320,17.20000,1.170000,0.170000,,,0,M3 V,3413.00,0.42,0.40,[Fe/H],-1.672,4.86,,,31.96608,98.59611,-1269.5300000,4.5493900,219.7810000
247,1,2,0,0,727.56200000,1.165000,4.140,16.00000,1.240000,0.400000,,,0,M3.0V,3413.00,0.42,0.40,[Fe/H],-1.672,4.82,,,31.96608,98.59611,-1269.5300000,4.5493900,219.7810000
248,2,1,0,0,19.46600000,0.119000,3.770,13.64000,1.400000,0.120000,,401,0,M0.5 V,3837.00,0.56,0.57,[Fe/H],-1.217,4.71,,36.05,21.73083,74.39563,363.6680000,15.5575000,64.2488000
249,1,1,0,0,2.37756000,0.029000,1.530,2.96000,4.540000,0.240000,79.00,829,0,M1.0 V,3913.00,0.56,0.58,[Fe/H],-1.206,4.68,,35.56,1.23509,38.93233,-1220.4700000,11.1017000,90.0477000
250,1,2,0,0,3657.00000000,3.560000,14.000,216.00000,0.433000,0.080000,,,0,M1.5,3472.00,0.44,0.45,[Fe/H],-1.585,4.70,9.240,,-46.34872,349.16814,-816.6040000,4.9643500,201.4070000
251,1,2,0,0,35.68000000,0.163000,2.180,5.40000,2.860000,0.180000,,,0,M1.5V,3472.00,0.44,0.45,[Fe/H],-1.585,4.70,9.240,,-46.34872,349.16814,-816.6040000,4.9643500,201.4070000
252,1,2,0,0,1915.00000000,2.409000,13.900,286.04557,0.585000,0.038000,,,0,M3.5,3562.68,0.47,0.49,[Fe/H],-1.583,4.77,3.000,,-45.40318,55.89444,-22.1255000,8.8005800,113.6000000
